0,93
2155,333
1982,553
1822,756
1815,958
1668,1143
1513,1311
1362,1462
1225,1598
1102,1721
992,1831
912,1932
835,2025
751,2109
676,2184
608,2252
551,2313
496,2368
446,2418
401,2463
360,2503
324,2539
292,2571
263,2600
235,2626
211,2650
190,2671
171,2690
152,2707
137,2722
123,2736
111,2748
98,2759
88,2769
79,2778
71,2786
62,2793
56,2799
50,2805
45,2810
39,2814
35,2818
31,2822
28,2825
23,2828
21,2830
19,2832
17,2834
14,2836
13,2837
12,2838
11,2839
10,2840
9,2841
8,2842
7,2843
6,2844
5,2845
4,2846
4,2846
3,2846
3,2846
3,2846
3,2846
3,2846
3,2846
3,2846
3,2846
3,2846
3,2846
3,2846
3,2846
3,2846
3,2846
3,2846
3,2846
3,2846
3,2846
3,2846
3,2846
3,2846
3,2846
3,2846
3,2846
1,2846
1,2846
1,2846
1,2846
1,2846
1,2846
1,2846
1,2846
1,2846
1,2846
1,2846
1,2846
1,2846
1,2846
1,2846
1,2846
1,2846
