0,10
688,87
1516,255
1509,423
1698,612
1773,809
1651,992
1486,1157
1339,1306
1237,1444
1113,1568
1050,1685
945,1790
850,1885
765,1970
688,2047
617,2116
555,2178
499,2234
449,2284
402,2329
362,2369
326,2405
293,2438
262,2467
236,2493
212,2517
191,2538
170,2557
153,2574
138,2589
124,2603
112,2615
101,2626
91,2636
82,2645
73,2653
66,2660
59,2667
53,2673
47,2678
42,2683
38,2687
34,2691
31,2694
28,2697
25,2700
22,2703
20,2705
18,2707
16,2709
14,2711
13,2712
12,2713
11,2714
10,2715
9,2716
8,2717
7,2718
6,2719
5,2720
4,2721
4,2721
4,2721
4,2721
4,2721
4,2721
4,2721
4,2721
4,2721
4,2721
4,2721
4,2721
4,2721
4,2721
4,2721
4,2721
4,2721
4,2721
4,2721
4,2721
4,2721
4,2721
4,2721
4,2721
4,2721
4,2721
4,2721
4,2721
4,2721
4,2721
4,2721
4,2721
4,2721
4,2721
4,2721
4,2721
4,2721
4,2721
4,2721
4,2721
