0,92
2146,331
2108,565
1947,781
1779,979
1602,1157
1446,1318
1318,1465
1211,1600
1165,1729
1048,1846
943,1951
849,2045
764,2130
688,2206
624,2275
561,2337
505,2393
454,2444
409,2489
368,2530
331,2567
298,2600
268,2630
239,2657
215,2681
193,2703
174,2722
157,2739
141,2755
127,2769
114,2782
101,2793
91,2803
82,2812
74,2820
67,2827
60,2834
54,2840
49,2845
42,2850
38,2854
34,2858
31,2861
28,2864
25,2867
22,2870
20,2872
16,2874
14,2876
13,2877
12,2878
11,2879
10,2880
9,2881
8,2882
5,2883
4,2884
4,2884
4,2884
4,2884
4,2884
4,2884
4,2884
4,2884
4,2884
4,2884
4,2884
4,2884
4,2884
4,2884
4,2884
4,2884
4,2884
4,2884
4,2884
4,2884
4,2884
4,2884
4,2884
3,2884
3,2884
3,2884
3,2884
3,2884
3,2884
3,2884
3,2884
3,2884
3,2884
3,2884
3,2884
3,2884
3,2884
3,2884
3,2884
3,2884
3,2884
3,2884
3,2884
3,2884
