0,9,0
580,73,0
787,160,0
1194,293,0
1420,451,0
1291,595,0
1271,736,0
1280,878,0
1152,1006,0
1037,1121,0
962,1228,1
963,1335,1
983,1444,1
892,1543,1
803,1632,1
736,1714,1
662,1788,1
637,1859,1
573,1923,1
516,1980,1
463,2032,2
417,2078,2
375,2120,2
337,2158,2
303,2192,2
273,2222,2
246,2249,2
221,2274,2
199,2296,2
179,2316,2
160,2334,4
144,2349,5
130,2363,6
117,2375,7
105,2387,8
94,2397,10
85,2405,12
76,2412,14
68,2418,17
61,2425,20
55,2430,24
48,2433,28
43,2435,34
39,2433,41
35,2432,49
31,2431,59
27,2426,69
24,2424,81
22,2417,96
20,2408,114
18,2396,135
16,2384,160
14,2370,188
13,2347,221
12,2323,252
11,2300,292
10,2273,332
9,2226,386
8,2181,444
7,2120,518
6,2058,589
5,1983,679
4,1908,767
3,1830,860
3,1750,957
3,1658,1061
3,1542,1197
3,1427,1326
3,1322,1446
3,1222,1560
3,1125,1669
3,1031,1771
3,952,1859
2,853,1974
2,750,2082
1,675,2164
1,608,2243
1,512,2343
1,433,2424
1,384,2477
0,333,2532
0,282,2589
0,237,2637
0,197,2679
0,163,2717
0,139,2743
0,109,2774
0,84,2800
0,68,2818
0,48,2839
0,38,2849
0,31,2857
0,29,2861
0,27,2863
0,21,2869
0,14,2876
0,13,2877
0,10,2880
0,9,2881
0,8,2882
0,7,2883
0,6,2885
0,5,2886
0,4,2887
0,3,2888
0,3,2888
0,3,2888
0,3,2888
0,3,2888
0,3,2888
0,3,2888
0,3,2888
0,3,2888
0,3,2888
0,3,2888
0,3,2888
0,3,2888
0,3,2888
0,3,2888
0,3,2888
0,3,2888
0,3,2888
0,3,2888
0,3,2888
0,3,2888
0,3,2888
0,3,2888
0,3,2888
0,3,2888
0,3,2888
0,3,2888
0,3,2888
0,3,2888
0,3,2888
0,3,2888
0,3,2888
0,3,2888
0,3,2888
0,3,2888
0,3,2888
0,3,2888
0,3,2888
0,3,2888
0,3,2888
0,3,2888
0,3,2888
0,3,2888
0,3,2888
0,3,2888
0,3,2888
0,3,2888
0,3,2888
0,3,2888
0,3,2888
0,3,2888
0,3,2888
0,3,2888
0,3,2888
0,3,2888
0,3,2888
0,3,2888
0,3,2888
0,3,2888
0,3,2888
0,3,2888
0,3,2888
0,3,2888
0,3,2888
0,3,2888
0,3,2888
0,3,2888
0,3,2888
0,3,2888
0,3,2888
0,3,2888
0,3,2888
0,3,2888
0,3,2888
0,3,2888
0,3,2888
0,3,2888
0,3,2888
0,3,2888
0,3,2888
0,3,2888
0,3,2888
0,3,2888
0,3,2888
0,3,2888
0,3,2888
0,3,2888
0,3,2888
0,3,2888
0,3,2888
0,3,2888
0,3,2888
0,3,2888
0,3,2888
0,3,2888
0,3,2888
0,3,2888
