0,9,0
1006,121,1
1364,273,2
1417,431,4
1282,573,6
1167,703,8
1049,819,11
941,924,14
868,1019,18
779,1105,23
698,1183,29
625,1251,36
561,1310,44
503,1361,54
450,1407,65
402,1447,77
359,1482,92
322,1505,109
287,1526,129
255,1540,155
227,1549,184
201,1553,217
180,1547,254
158,1543,300
137,1526,351
122,1503,413
105,1474,479
93,1433,555
81,1385,633
69,1335,731
60,1273,837
53,1215,936
47,1151,1048
40,1075,1155
33,1000,1281
29,919,1399
23,841,1520
18,772,1620
14,709,1716
10,640,1814
8,576,1909
7,498,2016
6,438,2106
5,384,2181
4,344,2237
4,314,2287
3,275,2338
2,234,2392
2,190,2449
0,150,2502
0,125,2533
0,106,2556
0,94,2570
0,84,2602
0,68,2659
0,57,2697
0,50,2730
0,41,2762
0,35,2782
0,27,2808
0,23,2827
0,19,2840
0,15,2849
0,11,2859
0,11,2865
0,8,2872
0,7,2874
0,7,2875
0,6,2876
0,6,2878
0,4,2880
0,3,2882
0,3,2883
0,3,2884
0,3,2884
0,3,2884
0,3,2885
0,3,2886
0,3,2886
0,3,2886
0,3,2886
0,3,2886
0,3,2887
0,3,2887
0,3,2887
0,2,2888
0,2,2888
0,2,2888
0,2,2888
0,2,2888
0,2,2888
0,2,2888
0,2,2888
0,2,2888
0,2,2888
0,2,2888
0,2,2888
0,2,2888
0,2,2888
0,2,2888
0,2,2888
0,2,2888
0,2,2888
0,2,2888
0,2,2888
0,2,2888
0,2,2888
0,2,2888
0,2,2888
0,2,2888
0,2,2888
0,2,2888
0,2,2888
0,2,2888
0,2,2888
0,2,2888
0,2,2888
0,2,2888
0,2,2888
0,2,2888
0,2,2888
0,2,2888
0,2,2888
0,2,2888
0,2,2888
0,2,2888
0,2,2888
0,2,2888
0,2,2888
0,2,2888
0,2,2888
0,2,2888
0,2,2888
0,2,2888
0,2,2888
0,2,2888
0,2,2888
0,2,2888
0,2,2888
0,2,2888
0,2,2888
0,2,2888
0,2,2888
0,2,2888
0,2,2888
0,2,2888
0,2,2888
0,2,2888
0,2,2888
0,2,2888
0,2,2888
0,2,2888
0,2,2888
0,2,2888
0,2,2888
0,2,2888
0,2,2888
0,2,2888
0,2,2888
0,2,2888
0,2,2888
0,2,2888
0,2,2888
0,2,2888
0,2,2888
0,2,2888
0,2,2888
0,2,2888
0,2,2888
0,2,2888
0,2,2888
0,2,2888
0,2,2888
0,2,2888
0,2,2888
0,2,2888
0,2,2888
0,2,2888
0,2,2888
0,2,2888
0,2,2888
0,2,2888
0,2,2888
0,2,2888
0,2,2888
0,2,2888
0,2,2888
0,2,2888
0,2,2888
0,2,2888
0,2,2888
0,2,2888
0,2,2888
0,2,2888
0,2,2888
0,2,2888
0,2,2888
0,2,2888
0,2,2888
0,2,2888
0,2,2888
