0,1
87,11
293,44
264,73
506,129
524,187
491,242
446,292
400,337
359,377
323,413
291,445
262,474
236,500
212,524
191,545
172,564
155,581
139,597
125,611
112,624
101,635
91,645
82,654
74,662
67,669
60,676
54,682
49,687
44,692
40,696
36,700
32,704
29,707
26,710
23,713
21,715
19,717
17,719
15,721
13,723
12,724
11,725
10,726
9,727
8,728
7,729
6,730
5,731
4,732
4,732
4,732
4,732
4,732
4,732
4,732
4,732
4,732
4,732
4,732
4,732
4,732
4,732
4,732
4,732
4,732
4,732
4,732
4,732
4,732
4,732
4,732
4,732
4,732
4,732
4,732
4,732
4,732
4,732
4,732
4,732
4,732
4,732
4,732
4,732
4,732
4,732
4,732
4,732
4,732
4,732
4,732
4,732
4,732
4,732
4,732
4,732
4,732
4,732
4,732
4,732
4,732
4,732
4,732
4,732
4,732
4,732
4,732
4,732
4,732
4,732
4,732
4,732
4,732
4,732
4,732
4,732
4,732
4,732
4,732
4,732
4,732
4,732
4,732
4,732
4,732
4,732
4,732
4,732
4,732
4,732
4,732
4,732
4,732
4,732
4,732
4,732
4,732
4,732
4,732
4,732
4,732
4,732
4,732
4,732
4,732
4,732
4,732
4,732
4,732
4,732
4,732
4,732
4,732
4,732
4,732
4,732
4,732
4,732
4,732
4,732
4,732
4,732
4,732
4,732
4,732
4,732
4,732
4,732
4,732
4,732
4,732
4,732
4,732
4,732
4,732
4,732
4,732
4,732
4,732
4,732
4,732
4,732
4,732
4,732
4,732
4,732
4,732
4,732
4,732
4,732
4,732
4,732
4,732
4,732
4,732
4,732
4,732
4,732
4,732
4,732
